Age,Age_Band,Gender,Primary_Device,Urban_or_Rural,Avg_Daily_Screen_Time_hr,Exceeded_Recommended_Limit,Health_Risk_Flag
9,Pre-teens,Male,Smartphone,Urban,0.0,False,1
10,Pre-teens,Female,Smartphone,Urban,0.6,False,1
16,Teens,Male,Laptop,Urban,6.41,True,1
14,Teens,Female,Smartphone,Rural,3.79,True,1
11,Pre-teens,Female,Laptop,Rural,4.95,True,1
17,Young Adults,Male,Smartphone,Urban,3.44,True,1
12,Pre-teens,Male,Smartphone,Urban,8.29,True,1
9,Pre-teens,Male,Smartphone,Urban,6.34,True,1
18,Young Adults,Female,Tv,Urban,5.47,True,1
15,Teens,Male,Tv,Urban,4.24,True,1
11,Pre-teens,Female,Laptop,Urban,3.71,True,1
16,Teens,Female,Laptop,Rural,6.02,True,1
12,Pre-teens,Male,Smartphone,Urban,6.42,True,1
16,Teens,Female,Tv,Urban,4.03,True,1
11,Pre-teens,Male,Tv,Urban,5.26,True,1
17,Young Adults,Female,Smartphone,Rural,4.14,True,1
12,Pre-teens,Male,Smartphone,Urban,5.93,True,1
16,Teens,Female,Smartphone,Urban,4.14,True,1
15,Teens,Female,Tablet,Urban,5.08,True,1
10,Pre-teens,Male,Tv,Urban,5.95,True,1
8,Kids,Female,Smartphone,Urban,0.36,False,1
10,Pre-teens,Female,Tv,Urban,6.46,True,1
11,Pre-teens,Female,Tv,Urban,3.84,True,1
9,Pre-teens,Female,Tablet,Urban,0.02,False,1
8,Kids,Male,Smartphone,Urban,2.62,True,1
14,Teens,Male,Smartphone,Urban,2.63,False,1
15,Teens,Female,Laptop,Urban,2.58,False,1
14,Teens,Male,Smartphone,Urban,2.32,False,1
12,Pre-teens,Male,Tv,Rural,3.11,True,1
8,Kids,Female,Tv,Urban,5.12,True,1
14,Teens,Female,Laptop,Rural,6.59,True,1
14,Teens,Male,Smartphone,Urban,5.01,True,1
16,Teens,Male,Smartphone,Urban,3.68,True,1
10,Pre-teens,Male,Smartphone,Urban,2.51,True,1
16,Teens,Female,Tablet,Urban,4.23,True,1
8,Kids,Male,Tablet,Urban,4.59,True,1
8,Kids,Female,Tv,Urban,4.42,True,1
11,Pre-teens,Female,Laptop,Urban,2.84,False,1
16,Teens,Male,Smartphone,Rural,3.31,True,1
13,Teens,Female,Tv,Urban,7.19,True,1
18,Young Adults,Female,Tv,Urban,3.6,True,1
10,Pre-teens,Female,Smartphone,Urban,5.24,True,1
8,Kids,Male,Smartphone,Rural,5.67,True,1
11,Pre-teens,Female,Smartphone,Rural,2.65,False,1
16,Teens,Male,Tablet,Urban,3.82,True,1
10,Pre-teens,Female,Tv,Urban,8.29,True,1
16,Teens,Female,Smartphone,Urban,6.42,True,1
14,Teens,Female,Smartphone,Urban,5.57,True,1
11,Pre-teens,Male,Smartphone,Urban,3.11,True,1
10,Pre-teens,Male,Tablet,Urban,4.22,True,1
17,Young Adults,Male,Laptop,Rural,4.27,True,1
12,Pre-teens,Male,Tv,Rural,5.3,True,1
12,Pre-teens,Male,Tv,Urban,6.1,True,1
10,Pre-teens,Female,Tablet,Urban,3.38,True,1
16,Teens,Female,Smartphone,Rural,5.01,True,1
11,Pre-teens,Male,Smartphone,Urban,3.15,True,1
18,Young Adults,Male,Laptop,Urban,3.26,True,1
12,Pre-teens,Male,Tablet,Urban,5.3,True,1
11,Pre-teens,Female,Smartphone,Urban,4.1,True,1
12,Pre-teens,Female,Smartphone,Urban,3.11,True,1
14,Teens,Male,Smartphone,Urban,4.91,True,1
16,Teens,Male,Smartphone,Rural,5.39,True,1
14,Teens,Male,Tv,Urban,5.41,True,1
12,Pre-teens,Female,Tv,Urban,5.04,True,1
17,Young Adults,Male,Laptop,Urban,7.59,True,1
17,Young Adults,Female,Smartphone,Urban,4.71,True,1
14,Teens,Female,Laptop,Rural,5.96,True,1
17,Young Adults,Female,Smartphone,Rural,6.92,True,1
12,Pre-teens,Male,Smartphone,Rural,3.49,True,1
10,Pre-teens,Female,Smartphone,Urban,3.48,True,1
14,Teens,Male,Smartphone,Urban,5.31,True,1
18,Young Adults,Male,Laptop,Rural,5.78,True,1
18,Young Adults,Female,Smartphone,Rural,3.78,True,1
9,Pre-teens,Male,Tv,Rural,7.07,True,1
16,Teens,Male,Smartphone,Urban,4.39,True,1
17,Young Adults,Male,Laptop,Urban,6.43,True,1
17,Young Adults,Male,Smartphone,Urban,3.37,True,1
8,Kids,Male,Tablet,Rural,6.39,True,1
13,Teens,Female,Laptop,Urban,5.96,True,1
14,Teens,Male,Laptop,Urban,5.14,True,1
15,Teens,Female,Smartphone,Rural,3.83,True,1
17,Young Adults,Male,Smartphone,Urban,3.94,True,1
16,Teens,Male,Tablet,Urban,5.44,True,1
9,Pre-teens,Female,Tv,Urban,3.62,True,1
18,Young Adults,Female,Smartphone,Urban,2.9,False,1
17,Young Adults,Male,Laptop,Rural,4.0,True,1
9,Pre-teens,Male,Tv,Urban,5.51,True,1
12,Pre-teens,Female,Smartphone,Urban,3.58,True,1
12,Pre-teens,Female,Laptop,Rural,4.6,True,1
13,Teens,Female,Tablet,Urban,3.29,True,1
10,Pre-teens,Male,Tablet,Urban,1.67,False,1
15,Teens,Female,Smartphone,Rural,3.65,True,1
8,Kids,Male,Smartphone,Urban,0.0,False,1
13,Teens,Female,Laptop,Rural,6.74,True,1
11,Pre-teens,Male,Smartphone,Urban,3.94,True,1
8,Kids,Female,Tablet,Rural,0.73,False,1
14,Teens,Female,Tv,Urban,3.92,True,1
16,Teens,Female,Tablet,Rural,3.74,True,1
11,Pre-teens,Male,Laptop,Urban,6.17,True,1
11,Pre-teens,Male,Smartphone,Urban,4.25,True,1
13,Teens,Male,Tablet,Urban,3.81,True,1
10,Pre-teens,Female,Smartphone,Urban,6.51,True,1
13,Teens,Male,Smartphone,Urban,4.03,True,1
14,Teens,Female,Smartphone,Urban,4.87,True,1
18,Young Adults,Male,Smartphone,Urban,3.82,True,1
17,Young Adults,Male,Smartphone,Urban,3.92,True,1
17,Young Adults,Male,Smartphone,Rural,3.63,True,1
10,Pre-teens,Female,Tv,Urban,4.83,True,1
14,Teens,Female,Smartphone,Urban,4.91,True,1
10,Pre-teens,Female,Smartphone,Urban,4.8,True,1
9,Pre-teens,Male,Tv,Urban,2.71,True,1
17,Young Adults,Female,Smartphone,Urban,6.13,True,1
11,Pre-teens,Female,Laptop,Rural,5.56,True,1
15,Teens,Male,Tv,Urban,5.12,True,1
16,Teens,Male,Smartphone,Urban,4.16,True,1
14,Teens,Male,Tv,Rural,3.74,True,1
8,Kids,Male,Tablet,Urban,5.25,True,1
10,Pre-teens,Female,Tablet,Urban,2.08,True,1
16,Teens,Female,Smartphone,Urban,3.75,True,1
8,Kids,Male,Tv,Urban,4.44,True,1
16,Teens,Male,Smartphone,Urban,4.07,True,1
15,Teens,Female,Smartphone,Rural,4.94,True,1
8,Kids,Male,Tv,Rural,4.14,True,1
13,Teens,Male,Smartphone,Urban,5.75,True,1
12,Pre-teens,Female,Laptop,Urban,5.91,True,1
13,Teens,Female,Smartphone,Urban,2.9,False,1
17,Young Adults,Male,Smartphone,Urban,4.35,True,1
12,Pre-teens,Male,Smartphone,Urban,5.37,True,1
13,Teens,Male,Smartphone,Urban,3.88,True,1
12,Pre-teens,Male,Tv,Urban,4.67,True,1
18,Young Adults,Male,Smartphone,Rural,5.47,True,1
12,Pre-teens,Male,Smartphone,Rural,5.98,True,1
11,Pre-teens,Female,Laptop,Rural,4.44,True,1
10,Pre-teens,Female,Smartphone,Urban,1.53,False,1
10,Pre-teens,Male,Smartphone,Urban,2.59,True,1
11,Pre-teens,Female,Laptop,Urban,6.91,True,1
16,Teens,Female,Smartphone,Urban,4.61,True,1
9,Pre-teens,Male,Smartphone,Urban,4.5,True,1
16,Teens,Male,Smartphone,Rural,3.2,True,1
8,Kids,Male,Smartphone,Urban,2.85,True,1
8,Kids,Male,Smartphone,Urban,3.35,True,1
12,Pre-teens,Male,Laptop,Urban,4.58,True,1
13,Teens,Female,Smartphone,Urban,4.65,True,1
13,Teens,Male,Smartphone,Rural,5.26,True,1
10,Pre-teens,Male,Smartphone,Urban,5.45,True,1
14,Teens,Male,Tv,Urban,2.89,False,1
16,Teens,Female,Laptop,Urban,4.42,True,1
18,Young Adults,Male,Smartphone,Urban,2.81,False,1
17,Young Adults,Male,Tablet,Urban,4.15,True,1
15,Teens,Female,Smartphone,Urban,5.35,True,1
13,Teens,Female,Smartphone,Rural,5.0,True,1
15,Teens,Male,Laptop,Urban,6.07,True,1
12,Pre-teens,Female,Smartphone,Rural,3.3,True,1
15,Teens,Female,Tv,Urban,5.96,True,1
17,Young Adults,Male,Tablet,Urban,2.24,False,1
11,Pre-teens,Female,Laptop,Urban,2.67,False,1
17,Young Adults,Female,Tv,Rural,5.18,True,1
15,Teens,Female,Tv,Urban,4.32,True,1
17,Young Adults,Male,Smartphone,Urban,2.96,False,1
9,Pre-teens,Male,Tablet,Urban,2.87,True,1
12,Pre-teens,Female,Smartphone,Rural,5.27,True,1
16,Teens,Male,Tv,Urban,5.28,True,1
11,Pre-teens,Male,Smartphone,Urban,6.02,True,1
18,Young Adults,Male,Smartphone,Rural,3.01,True,1
13,Teens,Female,Smartphone,Urban,6.33,True,1
8,Kids,Male,Smartphone,Rural,3.24,True,1
16,Teens,Female,Tv,Urban,4.68,True,1
8,Kids,Male,Tv,Rural,2.96,True,1
12,Pre-teens,Female,Tablet,Urban,5.54,True,1
11,Pre-teens,Male,Smartphone,Urban,3.14,True,1
10,Pre-teens,Male,Tv,Rural,6.1,True,1
13,Teens,Male,Tv,Urban,4.9,True,1
9,Pre-teens,Female,Smartphone,Urban,0.0,False,1
10,Pre-teens,Female,Smartphone,Urban,5.54,True,1
12,Pre-teens,Male,Tablet,Urban,4.96,True,1
16,Teens,Female,Smartphone,Urban,5.84,True,1
9,Pre-teens,Male,Tv,Rural,0.0,False,1
17,Young Adults,Female,Tv,Rural,3.25,True,1
15,Teens,Male,Smartphone,Urban,5.73,True,1
9,Pre-teens,Male,Smartphone,Urban,7.07,True,1
18,Young Adults,Female,Smartphone,Urban,5.21,True,1
12,Pre-teens,Female,Tv,Rural,5.18,True,1
14,Teens,Female,Smartphone,Rural,4.89,True,1
15,Teens,Female,Laptop,Urban,4.64,True,1
8,Kids,Male,Smartphone,Urban,3.16,True,1
13,Teens,Female,Tv,Urban,4.45,True,1
8,Kids,Male,Tablet,Urban,3.42,True,1
9,Pre-teens,Female,Smartphone,Urban,1.62,False,1
8,Kids,Male,Smartphone,Urban,6.88,True,1
18,Young Adults,Male,Tv,Urban,6.4,True,1
12,Pre-teens,Female,Smartphone,Urban,2.44,False,1
17,Young Adults,Male,Smartphone,Urban,5.76,True,1
16,Teens,Female,Tv,Urban,5.25,True,1
13,Teens,Male,Laptop,Urban,4.93,True,1
18,Young Adults,Male,Laptop,Rural,5.54,True,1
18,Young Adults,Male,Tv,Urban,4.77,True,1
8,Kids,Female,Tv,Rural,2.03,True,1
8,Kids,Male,Tv,Urban,1.02,False,1
9,Pre-teens,Female,Smartphone,Urban,3.98,True,1
16,Teens,Female,Smartphone,Urban,3.63,True,1
10,Pre-teens,Female,Tv,Urban,3.27,True,1
8,Kids,Female,Tv,Rural,5.91,True,1
12,Pre-teens,Female,Smartphone,Urban,5.09,True,1
14,Teens,Female,Laptop,Urban,5.27,True,1
13,Teens,Male,Tablet,Rural,4.63,True,1
8,Kids,Female,Smartphone,Urban,0.0,False,1
12,Pre-teens,Male,Tablet,Urban,4.79,True,1
12,Pre-teens,Female,Laptop,Urban,4.19,True,1
13,Teens,Male,Smartphone,Urban,3.26,True,1
10,Pre-teens,Female,Tv,Urban,4.19,True,1
12,Pre-teens,Female,Tv,Rural,3.69,True,1
14,Teens,Male,Smartphone,Urban,3.18,True,1
12,Pre-teens,Female,Smartphone,Rural,3.65,True,1
12,Pre-teens,Female,Tv,Urban,5.15,True,1
12,Pre-teens,Female,Tv,Urban,4.83,True,1
17,Young Adults,Female,Smartphone,Urban,6.38,True,1
17,Young Adults,Female,Laptop,Urban,4.83,True,1
10,Pre-teens,Male,Smartphone,Urban,0.0,False,1
8,Kids,Female,Smartphone,Rural,3.58,True,1
12,Pre-teens,Male,Tv,Urban,6.08,True,1
16,Teens,Female,Tablet,Urban,4.65,True,1
8,Kids,Male,Tablet,Rural,3.32,True,1
10,Pre-teens,Male,Tv,Rural,0.46,False,1
11,Pre-teens,Female,Tablet,Urban,2.3,False,1
8,Kids,Male,Tv,Urban,0.0,False,1
8,Kids,Male,Tv,Urban,10.12,True,1
15,Teens,Male,Laptop,Urban,3.18,True,1
9,Pre-teens,Male,Tv,Urban,2.06,True,1
15,Teens,Male,Tv,Urban,4.89,True,1
14,Teens,Male,Tablet,Rural,3.02,True,1
17,Young Adults,Male,Tablet,Urban,2.97,False,1
17,Young Adults,Female,Smartphone,Urban,3.2,True,1
9,Pre-teens,Female,Tablet,Urban,7.87,True,1
13,Teens,Female,Smartphone,Urban,6.76,True,1
13,Teens,Male,Smartphone,Urban,5.3,True,1
10,Pre-teens,Female,Smartphone,Urban,3.49,True,1
18,Young Adults,Female,Tv,Urban,3.3,True,1
9,Pre-teens,Male,Tv,Urban,1.04,False,1
8,Kids,Female,Smartphone,Rural,0.0,False,1
13,Teens,Female,Tv,Urban,5.51,True,1
12,Pre-teens,Female,Laptop,Urban,3.99,True,1
18,Young Adults,Male,Laptop,Urban,2.7,False,1
16,Teens,Female,Smartphone,Rural,5.13,True,1
8,Kids,Male,Tv,Rural,1.65,False,1
14,Teens,Female,Smartphone,Urban,3.54,True,1
12,Pre-teens,Male,Tv,Rural,4.54,True,1
12,Pre-teens,Male,Tv,Rural,4.06,True,1
9,Pre-teens,Female,Tv,Urban,2.71,True,1
18,Young Adults,Male,Smartphone,Urban,5.15,True,1
10,Pre-teens,Female,Tv,Urban,9.22,True,1
14,Teens,Female,Tablet,Rural,6.79,True,1
13,Teens,Female,Smartphone,Rural,3.33,True,1
9,Pre-teens,Female,Tv,Urban,6.23,True,1
13,Teens,Female,Tv,Urban,3.71,True,1
9,Pre-teens,Male,Tablet,Urban,5.25,True,1
9,Pre-teens,Male,Tv,Rural,6.78,True,1
9,Pre-teens,Male,Smartphone,Urban,3.37,True,1
18,Young Adults,Male,Smartphone,Urban,4.01,True,1
10,Pre-teens,Male,Tv,Urban,5.74,True,1
9,Pre-teens,Male,Smartphone,Rural,11.0,True,1
11,Pre-teens,Female,Smartphone,Urban,5.01,True,1
16,Teens,Male,Smartphone,Urban,3.08,True,1
13,Teens,Female,Smartphone,Urban,5.65,True,1
8,Kids,Female,Tv,Urban,6.02,True,1
15,Teens,Female,Smartphone,Rural,4.34,True,1
14,Teens,Female,Smartphone,Urban,3.83,True,1
17,Young Adults,Male,Tv,Rural,4.42,True,1
10,Pre-teens,Male,Tv,Urban,3.58,True,1
8,Kids,Male,Tablet,Rural,11.97,True,1
12,Pre-teens,Female,Smartphone,Urban,5.07,True,1
11,Pre-teens,Female,Smartphone,Urban,3.99,True,1
17,Young Adults,Male,Smartphone,Urban,5.73,True,1
15,Teens,Female,Tv,Urban,5.77,True,1
8,Kids,Female,Smartphone,Urban,6.44,True,1
17,Young Adults,Male,Tv,Rural,3.52,True,1
8,Kids,Female,Smartphone,Rural,7.04,True,1
11,Pre-teens,Female,Laptop,Rural,3.64,True,1
15,Teens,Female,Smartphone,Urban,6.59,True,1
12,Pre-teens,Female,Tablet,Urban,3.19,True,1
9,Pre-teens,Male,Tv,Rural,1.88,False,1
13,Teens,Female,Smartphone,Urban,2.17,False,1
12,Pre-teens,Female,Smartphone,Urban,4.65,True,1
9,Pre-teens,Male,Smartphone,Urban,0.0,False,1
18,Young Adults,Male,Tv,Urban,7.04,True,1
18,Young Adults,Male,Smartphone,Urban,5.26,True,1
18,Young Adults,Female,Laptop,Urban,5.02,True,1
10,Pre-teens,Male,Tv,Urban,4.79,True,1
16,Teens,Male,Smartphone,Urban,5.58,True,1
14,Teens,Female,Smartphone,Rural,5.91,True,1
14,Teens,Male,Tablet,Urban,4.41,True,1
18,Young Adults,Male,Tv,Urban,3.05,True,1
13,Teens,Male,Tv,Urban,4.99,True,1
15,Teens,Female,Smartphone,Rural,2.43,False,1
11,Pre-teens,Female,Smartphone,Urban,4.24,True,1
15,Teens,Male,Tablet,Urban,4.9,True,1
11,Pre-teens,Female,Smartphone,Urban,5.1,True,1
15,Teens,Female,Laptop,Rural,4.38,True,1
16,Teens,Female,Laptop,Urban,4.84,True,1
10,Pre-teens,Female,Tv,Urban,7.16,True,1
10,Pre-teens,Female,Tv,Urban,3.0,True,1
18,Young Adults,Female,Smartphone,Urban,3.95,True,1
9,Pre-teens,Male,Tablet,Rural,5.47,True,1
17,Young Adults,Male,Smartphone,Rural,6.86,True,1
10,Pre-teens,Male,Smartphone,Urban,4.74,True,1
10,Pre-teens,Male,Smartphone,Rural,4.05,True,1
12,Pre-teens,Female,Tv,Rural,5.4,True,1
12,Pre-teens,Female,Laptop,Urban,5.82,True,1
9,Pre-teens,Female,Tablet,Urban,4.3,True,1
17,Young Adults,Female,Tv,Urban,4.22,True,1
13,Teens,Female,Laptop,Urban,4.89,True,1
12,Pre-teens,Female,Tv,Rural,4.28,True,1
13,Teens,Male,Smartphone,Urban,3.83,True,1
8,Kids,Female,Smartphone,Urban,5.22,True,1
12,Pre-teens,Female,Tablet,Urban,4.48,True,1
16,Teens,Male,Tv,Urban,1.75,False,1
17,Young Adults,Male,Tv,Rural,3.17,True,1
9,Pre-teens,Male,Smartphone,Rural,0.79,False,1
8,Kids,Male,Tablet,Urban,5.84,True,1
17,Young Adults,Male,Laptop,Urban,2.23,False,1
18,Young Adults,Female,Tv,Urban,4.31,True,1
16,Teens,Male,Laptop,Urban,6.01,True,1
17,Young Adults,Female,Smartphone,Urban,6.0,True,1
16,Teens,Female,Smartphone,Urban,2.61,False,1
16,Teens,Female,Tv,Urban,4.13,True,1
13,Teens,Female,Laptop,Urban,4.14,True,1
15,Teens,Male,Tablet,Rural,6.83,True,1
18,Young Adults,Female,Laptop,Urban,4.55,True,1
8,Kids,Female,Tv,Urban,7.22,True,1
17,Young Adults,Male,Smartphone,Rural,5.7,True,1
11,Pre-teens,Female,Smartphone,Urban,5.55,True,1
8,Kids,Female,Smartphone,Urban,2.23,True,1
15,Teens,Female,Smartphone,Urban,4.2,True,1
8,Kids,Male,Smartphone,Rural,4.48,True,1
10,Pre-teens,Female,Smartphone,Urban,3.53,True,1
11,Pre-teens,Male,Smartphone,Urban,3.46,True,1
15,Teens,Male,Smartphone,Urban,5.33,True,1
13,Teens,Female,Tv,Rural,3.45,True,1
17,Young Adults,Male,Smartphone,Urban,4.47,True,1
14,Teens,Female,Smartphone,Rural,2.89,False,1
15,Teens,Male,Tablet,Urban,3.44,True,1
9,Pre-teens,Male,Tablet,Urban,6.14,True,1
17,Young Adults,Female,Smartphone,Urban,4.7,True,1
18,Young Adults,Male,Smartphone,Urban,2.68,False,1
15,Teens,Male,Laptop,Urban,5.16,True,1
10,Pre-teens,Male,Tv,Rural,0.0,False,1
14,Teens,Male,Smartphone,Rural,3.62,True,1
10,Pre-teens,Male,Smartphone,Urban,1.64,False,1
14,Teens,Male,Smartphone,Urban,3.9,True,1
18,Young Adults,Male,Smartphone,Urban,4.58,True,1
9,Pre-teens,Male,Tv,Urban,6.77,True,1
17,Young Adults,Male,Tv,Urban,3.7,True,1
13,Teens,Male,Laptop,Urban,4.32,True,1
10,Pre-teens,Male,Tablet,Urban,2.41,True,1
10,Pre-teens,Male,Tv,Rural,6.08,True,1
16,Teens,Male,Tablet,Rural,1.69,False,1
14,Teens,Male,Laptop,Rural,4.86,True,1
12,Pre-teens,Male,Smartphone,Urban,4.84,True,1
17,Young Adults,Female,Laptop,Urban,4.69,True,1
14,Teens,Male,Tv,Urban,3.09,True,1
16,Teens,Male,Tv,Rural,5.02,True,1
8,Kids,Male,Smartphone,Urban,2.52,True,1
14,Teens,Male,Smartphone,Urban,4.77,True,1
13,Teens,Female,Smartphone,Urban,4.65,True,1
17,Young Adults,Male,Smartphone,Urban,6.42,True,1
16,Teens,Male,Smartphone,Urban,3.74,True,1
8,Kids,Male,Smartphone,Urban,2.79,True,1
11,Pre-teens,Female,Laptop,Rural,4.28,True,1
16,Teens,Male,Laptop,Rural,7.11,True,1
11,Pre-teens,Female,Smartphone,Urban,4.87,True,1
17,Young Adults,Male,Tv,Urban,4.09,True,1
10,Pre-teens,Male,Smartphone,Urban,1.85,False,1
16,Teens,Male,Tv,Rural,2.56,False,1
9,Pre-teens,Male,Tv,Urban,2.14,True,1
11,Pre-teens,Female,Smartphone,Urban,4.23,True,1
13,Teens,Male,Laptop,Rural,4.77,True,1
9,Pre-teens,Male,Smartphone,Urban,3.68,True,1
15,Teens,Male,Smartphone,Urban,5.96,True,1
15,Teens,Female,Smartphone,Rural,6.59,True,1
8,Kids,Male,Smartphone,Urban,5.03,True,1
10,Pre-teens,Female,Tablet,Urban,3.59,True,1
17,Young Adults,Male,Tv,Urban,3.03,True,1
16,Teens,Male,Smartphone,Urban,4.98,True,1
12,Pre-teens,Male,Smartphone,Urban,2.97,False,1
13,Teens,Female,Laptop,Rural,5.59,True,1
11,Pre-teens,Female,Smartphone,Urban,4.9,True,1
17,Young Adults,Male,Smartphone,Rural,6.71,True,1
9,Pre-teens,Female,Smartphone,Urban,2.79,True,1
18,Young Adults,Female,Smartphone,Rural,4.71,True,1
15,Teens,Female,Tv,Urban,4.06,True,1
18,Young Adults,Female,Laptop,Urban,5.42,True,1
13,Teens,Female,Smartphone,Urban,6.14,True,1
12,Pre-teens,Male,Tv,Urban,4.44,True,1
16,Teens,Male,Smartphone,Rural,4.16,True,1
8,Kids,Male,Tablet,Rural,6.48,True,1
12,Pre-teens,Female,Smartphone,Urban,4.86,True,1
13,Teens,Male,Smartphone,Urban,3.79,True,1
12,Pre-teens,Male,Tablet,Rural,3.96,True,1
13,Teens,Female,Laptop,Urban,6.34,True,1
13,Teens,Male,Tablet,Urban,3.47,True,1
14,Teens,Male,Tv,Urban,5.32,True,1
11,Pre-teens,Female,Tv,Urban,6.2,True,1
18,Young Adults,Male,Smartphone,Urban,5.73,True,1
15,Teens,Male,Smartphone,Urban,6.77,True,1
14,Teens,Female,Tv,Rural,4.51,True,1
16,Teens,Male,Smartphone,Urban,3.72,True,1
14,Teens,Male,Laptop,Urban,4.96,True,1
10,Pre-teens,Female,Tv,Urban,2.96,True,1
10,Pre-teens,Male,Tv,Rural,2.55,True,1
15,Teens,Female,Tablet,Urban,4.11,True,1
12,Pre-teens,Male,Laptop,Urban,4.16,True,1
11,Pre-teens,Female,Smartphone,Rural,5.59,True,1
15,Teens,Female,Smartphone,Urban,4.99,True,1
13,Teens,Male,Smartphone,Rural,2.5,False,1
9,Pre-teens,Male,Tablet,Urban,5.79,True,1
11,Pre-teens,Female,Tablet,Urban,8.55,True,1
18,Young Adults,Female,Smartphone,Urban,5.12,True,1
11,Pre-teens,Male,Smartphone,Urban,5.06,True,1
13,Teens,Male,Smartphone,Urban,6.01,True,1
13,Teens,Female,Tablet,Rural,3.47,True,1
8,Kids,Male,Tv,Urban,4.07,True,1
15,Teens,Female,Smartphone,Rural,5.56,True,1
13,Teens,Male,Tv,Urban,4.23,True,1
10,Pre-teens,Male,Smartphone,Urban,5.49,True,1
16,Teens,Female,Smartphone,Urban,4.16,True,1
9,Pre-teens,Male,Smartphone,Rural,1.76,False,1
18,Young Adults,Female,Smartphone,Urban,4.32,True,1
15,Teens,Male,Smartphone,Urban,4.12,True,1
17,Young Adults,Female,Tablet,Urban,6.34,True,1
10,Pre-teens,Female,Tv,Urban,2.28,True,1
12,Pre-teens,Male,Tablet,Rural,2.85,False,1
13,Teens,Female,Smartphone,Urban,4.18,True,1
17,Young Adults,Male,Smartphone,Urban,4.92,True,1
13,Teens,Female,Tv,Urban,3.07,True,1
11,Pre-teens,Female,Smartphone,Urban,3.05,True,1
10,Pre-teens,Female,Smartphone,Urban,13.01,True,1
11,Pre-teens,Female,Smartphone,Rural,4.33,True,1
8,Kids,Male,Tv,Urban,2.64,True,1
11,Pre-teens,Male,Smartphone,Rural,5.61,True,1
8,Kids,Male,Smartphone,Rural,1.52,False,1
8,Kids,Female,Smartphone,Urban,4.31,True,1
17,Young Adults,Male,Smartphone,Rural,4.08,True,1
13,Teens,Female,Smartphone,Rural,4.25,True,1
12,Pre-teens,Male,Laptop,Urban,4.45,True,1
18,Young Adults,Male,Smartphone,Urban,6.34,True,1
11,Pre-teens,Female,Smartphone,Urban,3.8,True,1
18,Young Adults,Female,Tablet,Rural,3.52,True,1
10,Pre-teens,Male,Smartphone,Rural,7.87,True,1
8,Kids,Male,Tablet,Urban,1.15,False,1
13,Teens,Female,Tv,Rural,3.11,True,1
9,Pre-teens,Female,Tablet,Urban,4.15,True,1
15,Teens,Female,Laptop,Rural,3.79,True,1
17,Young Adults,Male,Smartphone,Urban,4.89,True,1
12,Pre-teens,Female,Tv,Urban,4.53,True,1
14,Teens,Female,Tv,Urban,4.16,True,1
17,Young Adults,Male,Tv,Urban,3.85,True,1
9,Pre-teens,Female,Tv,Urban,0.78,False,1
15,Teens,Female,Smartphone,Urban,5.05,True,1
9,Pre-teens,Male,Tablet,Rural,9.29,True,1
11,Pre-teens,Female,Tv,Rural,3.61,True,1
8,Kids,Male,Tv,Urban,2.04,True,1
12,Pre-teens,Male,Smartphone,Rural,5.36,True,1
16,Teens,Female,Smartphone,Rural,4.31,True,1
8,Kids,Male,Smartphone,Urban,4.38,True,1
16,Teens,Male,Laptop,Urban,5.68,True,1
18,Young Adults,Female,Laptop,Rural,2.39,False,1
15,Teens,Female,Smartphone,Urban,5.08,True,1
13,Teens,Female,Smartphone,Urban,4.52,True,1
14,Teens,Female,Laptop,Urban,4.06,True,1
10,Pre-teens,Female,Smartphone,Urban,0.0,False,1
8,Kids,Female,Smartphone,Urban,0.0,False,1
12,Pre-teens,Male,Smartphone,Rural,5.22,True,1
9,Pre-teens,Male,Tablet,Urban,5.56,True,1
12,Pre-teens,Female,Tv,Urban,3.29,True,1
15,Teens,Female,Tv,Urban,4.74,True,1
18,Young Adults,Female,Tv,Rural,3.9,True,1
16,Teens,Male,Smartphone,Urban,5.14,True,1
9,Pre-teens,Female,Tv,Urban,0.81,False,1
10,Pre-teens,Female,Tv,Rural,3.17,True,1
10,Pre-teens,Male,Tv,Rural,5.61,True,1
8,Kids,Male,Smartphone,Urban,7.93,True,1
15,Teens,Female,Tv,Rural,3.26,True,1
13,Teens,Male,Smartphone,Rural,4.28,True,1
15,Teens,Male,Smartphone,Urban,4.4,True,1
18,Young Adults,Female,Smartphone,Urban,3.77,True,1
16,Teens,Male,Laptop,Urban,4.21,True,1
12,Pre-teens,Male,Laptop,Urban,3.49,True,1
10,Pre-teens,Female,Tablet,Rural,1.53,False,1
12,Pre-teens,Female,Smartphone,Rural,3.0,False,1
12,Pre-teens,Female,Smartphone,Urban,2.72,False,1
12,Pre-teens,Male,Smartphone,Rural,5.04,True,1
10,Pre-teens,Female,Tv,Urban,2.26,True,1
18,Young Adults,Male,Laptop,Rural,3.76,True,1
17,Young Adults,Male,Tv,Rural,3.41,True,1
11,Pre-teens,Male,Smartphone,Rural,5.23,True,1
16,Teens,Female,Smartphone,Urban,5.98,True,1
17,Young Adults,Male,Smartphone,Urban,5.02,True,1
9,Pre-teens,Male,Tv,Urban,3.93,True,1
15,Teens,Male,Tablet,Urban,4.1,True,1
15,Teens,Female,Laptop,Urban,4.6,True,1
14,Teens,Male,Tv,Urban,3.09,True,1
15,Teens,Female,Laptop,Urban,3.69,True,1
10,Pre-teens,Male,Smartphone,Urban,3.42,True,1
